Danceability,Energy,Valence,Acousticness,Instrumentalness,Speechiness,Tempo
0.725180701754386,0.6560570175438597,0.5653099122807017,0.24632421491228068,0.001601809026315737,0.31706403508771935,96.36740877192982
0.6249378937893789,0.693910891089109,0.7024545454545454,0.48571467146714675,0.004384310459045887,0.06492745274527453,99.35562646264627
0.6117640056022409,0.8103711484593837,0.3923373949579832,0.06462112918067225,0.015125320196078443,0.06024824929971988,124.74148459383754
0.24967320872274146,0.13358180685358245,0.103985015576324,0.8994401869158878,0.8653738317757008,0.04545202492211838,80.83296573208723
0.7019088888888889,0.6603311111111111,0.5559657777777778,0.20548119555555555,0.004319959166666651,0.32268444444444444,158.68533222222223
0.49085730994152044,0.333560350877193,0.29907251461988316,0.7509415204678362,0.01591949557894736,0.0431948538011696,140.92752046783625
0.5861779220779221,0.7313896103896104,0.45570660173160177,0.13883140824675322,0.7215324675324675,0.06370714285714285,124.15145238095238
0.6745719940623454,0.8200757050964869,0.7245175655616032,0.07767367750123702,0.009907906511627942,0.0593703612073231,109.23823899059872
0.437076749435666,0.3209917723476298,0.2862818171557563,0.7597214459480812,0.022697789209932297,0.04369097065462755,86.8161151241535
0.6378496240601503,0.469218045112782,0.548903007518797,0.46702556390977445,0.0005629833834586082,0.8716165413533834,106.31587969924813
0.8028658536585366,0.6380946915351506,0.4379018651362984,0.13481811527977042,0.007088302862266867,0.10294340028694404,116.76947489239598
0.6377420965058236,0.7823419301164726,0.7739500831946755,0.14011119859401,0.006860089084858544,0.07915391014975041,156.6915166389351
0.4123698412698413,0.17878358730158728,0.23963714285714283,0.8829828571428572,0.8336857142857143,0.046400000000000004,131.90043492063492
0.7089442755825734,0.42742705167173245,0.6265288753799393,0.6461023302938196,0.01330846391084093,0.05825542046605876,110.92298885511651
0.50137441643324,0.5486087768440709,0.2765074696545285,0.2303534029878618,0.010445249159663848,0.05066433239962652,144.6061802054155
0.8083858485351023,0.693975677169707,0.8336207849640687,0.19765616252072968,0.008865907468214515,0.07668336097291321,114.78649640685461
0.581757183908046,0.6065747126436781,0.7326882183908047,0.5449238505747126,0.008596610114942525,0.06724712643678162,162.69769683908046
0.4313872135102533,0.769254523522316,0.3546970084439083,0.09219704043425814,0.019818168624849232,0.07098202653799758,92.36056574185766
0.4160718232044199,0.8353679558011049,0.45873745856353587,0.0563553568729282,0.01613731503867403,0.08655237569060772,166.2615458563536
0.6344685950413224,0.5267619834710744,0.3420845454545455,0.2485558817355372,0.008127442173553705,0.055144132231404956,94.99406198347108
