Danceability,Energy,Valence,Acousticness,Instrumentalness,Speechiness,Tempo
0.795429838087895,0.7241885119506554,0.8018523515805707,0.16634923107170396,0.007854522609868977,0.07955963762528913,111.16705204317657
0.5256906458797328,0.5797572383073497,0.38937881959910914,0.2554020139717892,0.009479728930957672,0.05861581291759465,87.51838233110617
0.7550771965464703,0.623604875571356,0.37386785170137127,0.14618398577958355,0.007505236338242786,0.08542254951752158,116.79460436769934
0.24900342679127735,0.13069676012461062,0.10422925233644859,0.899490031152648,0.8636635514018692,0.045014330218068534,80.81840186915889
0.7279918699186991,0.6497636469221835,0.5495759581881533,0.23051678048780488,0.0022229270441347926,0.329664343786295,118.16356387921022
0.4988928035982009,0.45196116941529235,0.3407396551724138,0.5539815742128935,0.011602165464767611,0.047683208395802104,146.8654467766117
0.5855479915433404,0.7337589852008457,0.4551151585623679,0.1405723543551797,0.7160084566596195,0.06491923890063425,123.65254968287526
0.6297176372015082,0.8252899036447423,0.6809300377042312,0.09452943444909931,0.010104292320904942,0.05954302471721826,114.0277163803938
0.4795954620462046,0.29216040453795383,0.293713795379538,0.7920973606518151,0.02294719775577557,0.0436680693069307,97.15329785478548
0.6358550724637682,0.4780289855072464,0.5546021739130435,0.45995217391304355,0.0005425854347825693,0.8632101449275362,107.92509420289855
0.6414249839021249,0.7161918866709595,0.7667520927237605,0.2719424681262073,0.0055531234642627325,0.10197411461687057,164.00232646490662
0.43866580086580087,0.7951575757575757,0.451374025974026,0.07229474376623374,0.014255359012986996,0.0967077922077922,167.8601463203463
0.4097915360501567,0.17820887147335418,0.23796489028213164,0.8833059561128527,0.8273887147335423,0.046254858934169286,132.23480877742946
0.6914761051373954,0.5401732377538829,0.6947096774193549,0.5913775388291518,0.00925901012544806,0.06115931899641579,109.09975388291518
0.5121536899119837,0.7886499661475964,0.303801624915369,0.0591875868652674,0.017210970297901147,0.06005693974272172,120.81025050778605
