Danceability,Energy,Valence,Acousticness,Instrumentalness,Speechiness,Tempo
0.7847731533558305,0.7391706036745408,0.7968327709036371,0.1283405430446194,0.008098051571053665,0.0742615298087739,113.02986051743532
0.7041193317422434,0.6209021479713603,0.7539272076372314,0.5116706443914081,0.005767818788782887,0.06404677804295943,109.13024105011932
0.7356224394785847,0.6282751396648044,0.35913910614525135,0.14199250139664804,0.008812512197392965,0.07735544692737431,117.46634310986964
0.31424450084602373,0.14227257191201353,0.15510336717428086,0.9023805414551607,0.8614111675126904,0.04545566835871405,104.70179526226735
0.7316142857142858,0.6524063492063492,0.5580105555555556,0.24113570555555555,0.001893306626984205,0.31015,97.71007777777778
0.4840281810418446,0.4556567036720752,0.3541900085397097,0.5478287959009394,0.011315890982066645,0.04741409052092229,150.5527267292912
0.5865746534653465,0.7125980198019802,0.456743900990099,0.17467435328712874,0.7212534653465347,0.06376336633663367,124.08402574257425
0.609725329695316,0.8315447930877672,0.6206384720327421,0.07813449738517508,0.010886920154615787,0.05989045020463849,113.85917007730787
0.48657132616487453,0.651752688172043,0.3332439426523298,0.16281647591397852,0.013449431498207917,0.05742594982078854,91.38805017921146
0.4483994432846208,0.783329853862213,0.3572021572720947,0.0620218321851079,0.015095430278357733,0.07254794711203898,154.01546068197632
0.6124398671096345,0.7426558139534883,0.7692106312292358,0.24085268139534885,0.007815362225913676,0.07980956810631229,164.4080312292359
0.6948503850385038,0.6697612761276127,0.5596184818481849,0.2000642882288229,0.0038649511551155508,0.3187403740374038,159.31210011001102
0.628415543219667,0.40845701823949254,0.45530126883425853,0.6693267248215702,0.01432062893735133,0.05256827914353688,103.70634813639968
0.6375,0.47220588235294114,0.5505154411764706,0.46606911764705883,0.0005507190441177423,0.8655661764705881,106.57655882352941
0.4092541104294478,0.26336258932515316,0.23228256441717787,0.8063030688466257,0.03438728916564415,0.04075349693251534,97.39660245398774
