pid,Danceability,Energy,Valence,Acousticness,Instrumentalness,Speechiness,Tempo
0,0.6745,0.7693461538461539,0.64,0.08516861153846154,0.0013173003846153847,0.08871538461538461,0.5006481197173647
1,0.5298421052631579,0.6900526315789474,0.5388421052631579,0.13069105263157896,0.05120276315789474,0.09507368421052631,0.5084566922001803
2,0.7181666666666667,0.7718333333333334,0.5855,0.17426666666666665,8.681666666666667e-06,0.06403333333333333,0.47592740875301764
3,0.5623333333333332,0.5443333333333333,0.37023333333333336,0.3269666666666667,0.06282800000000001,0.07126666666666666,0.32734381847009425
4,0.5662857142857143,0.5977714285714286,0.477,0.2725298571428571,9.887571428571428e-05,0.04421428571428571,0.6600787409640816
5,0.6738275862068965,0.6689655172413793,0.5716206896551723,0.1580806896551724,0.0022831127586206896,0.056344827586206896,0.44797976218048197
6,0.45519999999999994,0.7110000000000001,0.5609999999999999,0.01892,0.0025789,0.0454,0.5787962808040729
7,0.7248,0.5311999999999999,0.6102000000000001,0.37455999999999995,0.0014989600000000001,0.06636,0.47157300953701264
8,0.5175,0.6965,0.5647,0.28753761,0.152924079,0.04543,0.5002569495900757
9,0.6022000000000001,0.6532,0.5218,0.3708,0.01122248,0.03258,0.5055250137438152
10,0.7251875,0.6435,0.47524999999999995,0.18836875,1.2978125e-05,0.15295,0.500269647680283
11,0.6111428571428571,0.6022857142857143,0.45714285714285713,0.18994799285714287,0.14903898071428573,0.08079285714285714,0.482020784746243
12,0.6455714285714286,0.6487142857142858,0.5041428571428571,0.2663,3.301428571428571e-05,0.0678,0.4168772344370499
13,0.49466666666666664,0.25899999999999995,0.34,0.7333333333333334,0.00032033333333333333,0.04306666666666667,0.34958688879859134
14,0.5095777777777778,0.7584222222222222,0.5371555555555556,0.06545526888888889,0.03196015822222222,0.04315111111111111,0.457395633317664
16,0.5361111111111111,0.5954444444444444,0.5321111111111111,0.257231,0.13298417222222222,0.0484,0.4242682580278488
17,0.6151851851851852,0.736074074074074,0.5735185185185185,0.12066555555555557,0.002589588148148148,0.051399999999999994,0.47839343873356827
18,0.6172631578947368,0.601421052631579,0.4924736842105263,0.19546894736842105,0.0020315615789473686,0.06291578947368422,0.5076229426735085
19,0.5167142857142857,0.3507142857142857,0.34785714285714286,0.7171571428571429,0.0021624285714285717,0.03542857142857143,0.47084945314980925
21,0.5408000000000001,0.484,0.40700000000000003,0.42824999999999996,0.000132185,0.033729999999999996,0.4188194660228984
22,0.6671538461538462,0.6191538461538462,0.45779230769230767,0.16684923076923075,0.03100583076923077,0.08769230769230768,0.39466905444389483
23,0.38380000000000003,0.9471999999999999,0.27799999999999997,0.00427482,0.0027544880000000002,0.10856000000000002,0.6132968425078279
24,0.7143333333333333,0.5426666666666667,0.5753333333333334,0.06348333333333334,1.1933333333333335e-05,0.034833333333333334,0.32757686577272116
25,0.7274,0.7016,0.6058,0.10727640000000001,0.0021263999999999996,0.08596000000000001,0.4236525085450677
26,0.70075,0.50125,0.54625,0.3139,0.0356538,0.049275,0.45012787723785164
27,0.47300000000000003,0.572,0.3825,0.12233999999999999,0.017093866666666666,0.037866666666666667,0.44910306666347966
28,0.6836315789473685,0.6941052631578948,0.513521052631579,0.1676537894736842,0.0014434294736842103,0.16338947368421053,0.4608018211027005
29,0.70275,0.5755833333333333,0.6254166666666666,0.19795991666666668,0.00018822833333333332,0.09141666666666666,0.40483105066488195
31,0.6803157894736842,0.7862631578947369,0.554421052631579,0.07704894736842105,0.011013637894736842,0.07902105263157895,0.415427416930116
32,0.582421052631579,0.5237894736842105,0.4257368421052632,0.3845842105263158,0.0054949457894736846,0.048152631578947364,0.3834018112901825
33,0.653,0.718,0.77775,0.3015,0.0003514575,0.043825,0.45361312952649563
34,0.6263333333333333,0.70525,0.47983333333333333,0.1074175,0.0023506875,0.05795,0.4775009760100708
35,0.6648666666666666,0.6920666666666667,0.4722,0.1365033333333333,0.0003490186666666667,0.06748666666666667,0.4514421046760841
37,0.7125,0.6409374999999999,0.492425,0.129825,0.010497775,0.15586250000000001,0.520043935392117
38,0.68815625,0.67096875,0.559996875,0.1395634375,0.0020332237500000003,0.066675,0.46249432320673084
39,0.59125,0.8331666666666666,0.6325,0.10831666666666667,1.5824999999999999e-06,0.045358333333333334,0.47248199361012183
40,0.6259230769230769,0.6414615384615385,0.4539615384615384,0.2470630769230769,0.0002745207692307692,0.07661923076923077,0.4620438570201937
41,0.5997358490566038,0.6109811320754717,0.5154679245283019,0.26814283018867924,0.0003847118867924529,0.05018301886792453,0.4369393391513605
42,0.6256170212765958,0.6606382978723404,0.5326659574468084,0.24863851063829787,0.00047209021276595746,0.06327659574468085,0.46628760351089
43,0.54825,0.7995,0.7195,0.22623000000000001,1e-06,0.050699999999999995,0.6957507708487702
44,0.5844285714285714,0.7187142857142856,0.4144285714285714,0.19267142857142858,8.907142857142856e-06,0.0449,0.45698185816382625
45,0.49664705882352944,0.7366274509803921,0.4994921568627451,0.11296522156862747,0.0034003705882352945,0.04766666666666667,0.4541390091423906
